Customer id,Acquisition Date,Acquisition Channel,Acquisition Device,,,,,,,,,,,,,,,,,,
355320,9/30/04,Other,Desktop,,,,,,,,,,,,,,,,,,
749784,9/28/04,Comparison Shopping,Desktop,,,,,,,,,,,,,,,,,,
951843,9/27/04,,,,,,,,,,,,,,,,,,,,
133886,9/27/04,Display - Acquisition,,,,,,,,,,,,,,,,,,,
185041,9/24/04,Social - Paid,Phone,,,,,,,,,,,,,,,,,,
547931,9/22/04,Search - Paid,,,,,,,,,,,,,,,,,,,
398335,9/22/04,Social - Paid,Desktop,,,,,,,,,,,,,,,,,,
212050,9/22/04,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
70469,9/21/04,,Phone,,,,,,,,,,,,,,,,,,
165136,9/12/04,,Desktop,,,,,,,,,,,,,,,,,,
87683,8/29/04,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
371541,8/28/04,Search - Paid,,,,,,,,,,,,,,,,,,,
203757,8/27/04,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
912888,8/26/04,Search - Paid,,,,,,,,,,,,,,,,,,,
782143,8/26/04,,Desktop,,,,,,,,,,,,,,,,,,
179045,8/24/04,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
604899,8/23/04,,Phone,,,,,,,,,,,,,,,,,,
492430,8/23/04,,,,,,,,,,,,,,,,,,,,
5995,8/17/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
598977,8/15/04,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
337835,8/15/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
9454,8/15/04,,,,,,,,,,,,,,,,,,,,
182419,8/8/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
521419,8/3/04,Search - Organic,,,,,,,,,,,,,,,,,,,
45093,7/25/04,Search - Organic,,,,,,,,,,,,,,,,,,,
761552,7/21/04,Comparison Shopping,Desktop,,,,,,,,,,,,,,,,,,
521799,6/24/04,Comparison Shopping,,,,,,,,,,,,,,,,,,,
180456,6/24/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
176331,6/17/04,,Desktop,,,,,,,,,,,,,,,,,,
1026454,6/16/04,,,,,,,,,,,,,,,,,,,,
457498,6/13/04,Search - Paid,,,,,,,,,,,,,,,,,,,
393384,6/13/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
179280,6/12/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
890697,6/10/04,Search - Paid,,,,,,,,,,,,,,,,,,,
263755,6/8/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
938364,5/31/04,Search - Organic,,,,,,,,,,,,,,,,,,,
1128340,5/27/04,,,,,,,,,,,,,,,,,,,,
907893,5/25/04,Search - Paid,,,,,,,,,,,,,,,,,,,
698684,5/25/04,Search - Paid,,,,,,,,,,,,,,,,,,,
1062497,5/24/04,Search - Paid,,,,,,,,,,,,,,,,,,,
27308,5/23/04,Search - Paid,,,,,,,,,,,,,,,,,,,
593680,5/22/04,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
230535,5/22/04,Search - Paid,,,,,,,,,,,,,,,,,,,
336522,5/17/04,,Desktop,,,,,,,,,,,,,,,,,,
294988,5/3/04,,Desktop,,,,,,,,,,,,,,,,,,
276810,5/2/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1004141,4/24/04,Search - Paid,,,,,,,,,,,,,,,,,,,
178837,4/24/04,Search - Paid,,,,,,,,,,,,,,,,,,,
500897,4/21/04,Search - Paid,,,,,,,,,,,,,,,,,,,
703085,4/12/04,,,,,,,,,,,,,,,,,,,,
933261,4/9/04,Search - Paid,,,,,,,,,,,,,,,,,,,
133745,4/4/04,,Desktop,,,,,,,,,,,,,,,,,,
267324,4/2/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
117297,3/30/04,Search - Paid,,,,,,,,,,,,,,,,,,,
585142,3/24/04,Search - Paid,,,,,,,,,,,,,,,,,,,
34743,3/23/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
64926,3/19/04,Search - Organic,,,,,,,,,,,,,,,,,,,
1056190,3/18/04,,,,,,,,,,,,,,,,,,,,
386292,3/16/04,Search - Paid,,,,,,,,,,,,,,,,,,,
191721,3/14/04,Search - Organic,,,,,,,,,,,,,,,,,,,
221456,3/11/04,Search - Organic,,,,,,,,,,,,,,,,,,,
382362,3/10/04,Search - Organic,,,,,,,,,,,,,,,,,,,
904651,3/8/04,Search - Paid,,,,,,,,,,,,,,,,,,,
1200854,3/2/04,Search - Paid,,,,,,,,,,,,,,,,,,,
575012,2/27/04,Search - Paid,,,,,,,,,,,,,,,,,,,
299238,2/20/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
256198,2/16/04,Search - Paid,,,,,,,,,,,,,,,,,,,
587945,2/4/04,,,,,,,,,,,,,,,,,,,,
239647,2/4/04,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
25021,2/3/04,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
60267,2/2/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
735915,2/1/04,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
222628,1/29/04,Search - Paid,,,,,,,,,,,,,,,,,,,
178535,1/28/04,Search - Paid,,,,,,,,,,,,,,,,,,,
896080,1/22/04,,,,,,,,,,,,,,,,,,,,
39844,1/6/04,Comparison Shopping,Desktop,,,,,,,,,,,,,,,,,,
499928,1/2/04,,,,,,,,,,,,,,,,,,,,
609269,12/31/03,,Phone,,,,,,,,,,,,,,,,,,
858043,12/28/03,Search - Paid,,,,,,,,,,,,,,,,,,,
146761,12/16/03,,Desktop,,,,,,,,,,,,,,,,,,
529113,12/15/03,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
182666,12/14/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
484838,12/13/03,Display - Acquisition,,,,,,,,,,,,,,,,,,,
449967,12/11/03,,,,,,,,,,,,,,,,,,,,
201882,12/10/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
444149,12/5/03,Search - Paid,,,,,,,,,,,,,,,,,,,
1150903,12/2/03,Search - Paid,,,,,,,,,,,,,,,,,,,
45484,11/23/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
515210,11/22/03,Other,,,,,,,,,,,,,,,,,,,
91740,11/12/03,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
487365,11/6/03,Search - Paid,,,,,,,,,,,,,,,,,,,
425417,10/27/03,,,,,,,,,,,,,,,,,,,,
162006,10/26/03,,Desktop,,,,,,,,,,,,,,,,,,
4246,10/24/03,Search - Paid,,,,,,,,,,,,,,,,,,,
389081,10/22/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
265980,10/19/03,Search - Paid,,,,,,,,,,,,,,,,,,,
182146,10/12/03,,Desktop,,,,,,,,,,,,,,,,,,
1146314,10/8/03,Search - Organic,,,,,,,,,,,,,,,,,,,
386405,10/5/03,Search - Paid,,,,,,,,,,,,,,,,,,,
949663,10/2/03,Search - Paid,,,,,,,,,,,,,,,,,,,
684255,10/2/03,,,,,,,,,,,,,,,,,,,,
978165,9/21/03,Search - Paid,,,,,,,,,,,,,,,,,,,
325069,9/21/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
27366,9/10/03,Search - Paid,,,,,,,,,,,,,,,,,,,
143400,9/5/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
791687,8/19/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
116654,8/18/03,,,,,,,,,,,,,,,,,,,,
12957,8/8/03,,Desktop,,,,,,,,,,,,,,,,,,
934256,8/4/03,Search - Paid,,,,,,,,,,,,,,,,,,,
576527,7/19/03,,,,,,,,,,,,,,,,,,,,
967079,7/16/03,Search - Organic,,,,,,,,,,,,,,,,,,,
354767,7/6/03,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
966009,7/5/03,Search - Paid,,,,,,,,,,,,,,,,,,,
706870,7/5/03,Display - Acquisition,,,,,,,,,,,,,,,,,,,
68871,7/1/03,,,,,,,,,,,,,,,,,,,,
301396,6/28/03,Other,Desktop,,,,,,,,,,,,,,,,,,
126738,6/28/03,Search - Paid,,,,,,,,,,,,,,,,,,,
796854,6/20/03,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
425459,6/11/03,Search - Paid,,,,,,,,,,,,,,,,,,,
924857,6/10/03,Search - Paid,,,,,,,,,,,,,,,,,,,
579245,6/8/03,Search - Paid,,,,,,,,,,,,,,,,,,,
1011904,6/5/03,,,,,,,,,,,,,,,,,,,,
172612,6/5/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
225366,5/28/03,Other,,,,,,,,,,,,,,,,,,,
491213,5/27/03,Search - Organic,,,,,,,,,,,,,,,,,,,
1147672,5/22/03,Search - Paid,,,,,,,,,,,,,,,,,,,
1059869,5/21/03,Display - Acquisition,,,,,,,,,,,,,,,,,,,
353967,5/21/03,,Desktop,,,,,,,,,,,,,,,,,,
382232,5/19/03,,,,,,,,,,,,,,,,,,,,
390339,5/10/03,,Desktop,,,,,,,,,,,,,,,,,,
64566,5/7/03,Other,,,,,,,,,,,,,,,,,,,
69984,5/5/03,Other,Phone,,,,,,,,,,,,,,,,,,
684206,4/30/03,Comparison Shopping,,,,,,,,,,,,,,,,,,,
715811,4/26/03,,,,,,,,,,,,,,,,,,,,
418495,4/26/03,,,,,,,,,,,,,,,,,,,,
1143647,4/25/03,Search - Paid,,,,,,,,,,,,,,,,,,,
824744,4/25/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
388457,4/22/03,Search - Organic,,,,,,,,,,,,,,,,,,,
55362,4/21/03,,,,,,,,,,,,,,,,,,,,
1051274,4/19/03,,,,,,,,,,,,,,,,,,,,
473268,4/18/03,,,,,,,,,,,,,,,,,,,,
1028267,4/14/03,Search - Paid,,,,,,,,,,,,,,,,,,,
807113,4/11/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
226491,4/11/03,,,,,,,,,,,,,,,,,,,,
223147,4/10/03,,,,,,,,,,,,,,,,,,,,
926640,4/7/03,,,,,,,,,,,,,,,,,,,,
750595,4/4/03,,Desktop,,,,,,,,,,,,,,,,,,
800455,3/31/03,,Desktop,,,,,,,,,,,,,,,,,,
772077,3/29/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
223072,3/28/03,,,,,,,,,,,,,,,,,,,,
193789,3/24/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
165047,3/23/03,Other,Desktop,,,,,,,,,,,,,,,,,,
199930,3/22/03,,Desktop,,,,,,,,,,,,,,,,,,
1024358,3/19/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
361996,3/19/03,Comparison Shopping,,,,,,,,,,,,,,,,,,,
396647,3/14/03,Search - Paid,,,,,,,,,,,,,,,,,,,
297592,3/8/03,,Desktop,,,,,,,,,,,,,,,,,,
168332,3/7/03,,Desktop,,,,,,,,,,,,,,,,,,
1109876,2/25/03,Search - Paid,,,,,,,,,,,,,,,,,,,
926308,2/23/03,,,,,,,,,,,,,,,,,,,,
930399,2/13/03,Search - Organic,,,,,,,,,,,,,,,,,,,
62415,2/10/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
433773,2/7/03,Search - Paid,,,,,,,,,,,,,,,,,,,
7871,2/7/03,Search - Paid,,,,,,,,,,,,,,,,,,,
336961,2/5/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1074220,2/1/03,,,,,,,,,,,,,,,,,,,,
159140,1/31/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
946709,1/25/03,,,,,,,,,,,,,,,,,,,,
929585,1/22/03,,,,,,,,,,,,,,,,,,,,
1019656,1/17/03,,,,,,,,,,,,,,,,,,,,
117890,1/17/03,Search - Paid,,,,,,,,,,,,,,,,,,,
473735,1/16/03,,,,,,,,,,,,,,,,,,,,
154171,1/16/03,,Desktop,,,,,,,,,,,,,,,,,,
1155749,1/15/03,Search - Paid,,,,,,,,,,,,,,,,,,,
9279,1/15/03,Search - Paid,,,,,,,,,,,,,,,,,,,
793739,1/12/03,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1162760,1/10/03,,,,,,,,,,,,,,,,,,,,
1033045,1/10/03,,,,,,,,,,,,,,,,,,,,
173443,1/10/03,,Desktop,,,,,,,,,,,,,,,,,,
1196916,1/4/03,Comparison Shopping,,,,,,,,,,,,,,,,,,,
259570,1/3/03,,,,,,,,,,,,,,,,,,,,
140040,1/3/03,Social - Paid,Phone,,,,,,,,,,,,,,,,,,
78051,1/3/03,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
30561,1/2/03,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
1070796,12/27/02,Comparison Shopping,,,,,,,,,,,,,,,,,,,
60027,12/27/02,,Desktop,,,,,,,,,,,,,,,,,,
552194,12/23/02,,Phone,,,,,,,,,,,,,,,,,,
184937,12/10/02,,Desktop,,,,,,,,,,,,,,,,,,
957215,12/8/02,Search - Paid,,,,,,,,,,,,,,,,,,,
1088509,12/4/02,Comparison Shopping,,,,,,,,,,,,,,,,,,,
104813,12/4/02,,,,,,,,,,,,,,,,,,,,
223205,11/27/02,Search - Paid,,,,,,,,,,,,,,,,,,,
51809,11/26/02,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
19993,11/24/02,Other,Desktop,,,,,,,,,,,,,,,,,,
238143,11/23/02,Display - Acquisition,,,,,,,,,,,,,,,,,,,
14407,11/21/02,Search - Paid,,,,,,,,,,,,,,,,,,,
659581,11/20/02,,Phone,,,,,,,,,,,,,,,,,,
211366,11/9/02,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
832837,10/31/02,,,,,,,,,,,,,,,,,,,,
1051252,10/30/02,Other,,,,,,,,,,,,,,,,,,,
872852,10/28/02,Search - Paid,,,,,,,,,,,,,,,,,,,
1033048,10/26/02,Search - Paid,,,,,,,,,,,,,,,,,,,
946556,10/25/02,Search - Paid,,,,,,,,,,,,,,,,,,,
601807,10/25/02,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
134680,10/20/02,,Desktop,,,,,,,,,,,,,,,,,,
189324,10/13/02,,Desktop,,,,,,,,,,,,,,,,,,
1022556,10/12/02,Search - Paid,,,,,,,,,,,,,,,,,,,
1065949,10/9/02,,,,,,,,,,,,,,,,,,,,
942012,10/1/02,,,,,,,,,,,,,,,,,,,,
360896,10/1/02,,,,,,,,,,,,,,,,,,,,
400139,9/24/02,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
1071702,9/19/02,Search - Paid,,,,,,,,,,,,,,,,,,,
611939,9/16/02,Comparison Shopping,Phone,,,,,,,,,,,,,,,,,,
350553,9/14/02,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
20331,9/9/02,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
8683,9/9/02,,Desktop,,,,,,,,,,,,,,,,,,
465765,9/8/02,,,,,,,,,,,,,,,,,,,,
382923,9/4/02,Display - Acquisition,,,,,,,,,,,,,,,,,,,
47762,9/4/02,Display - Acquisition,,,,,,,,,,,,,,,,,,,
