Customer id,Acquisition Date,Acquisition Channel,Acquisition Device,,,,,,,,,,,,,,,,,,
905917,9/14/12,,,,,,,,,,,,,,,,,,,,
1162582,9/11/12,Comparison Shopping,,,,,,,,,,,,,,,,,,,
261900,9/10/12,,,,,,,,,,,,,,,,,,,,
834824,9/9/12,Search - Organic,,,,,,,,,,,,,,,,,,,
380773,9/5/12,Comparison Shopping,Desktop,,,,,,,,,,,,,,,,,,
1034593,9/2/12,Search - Paid,,,,,,,,,,,,,,,,,,,
737037,9/2/12,,Desktop,,,,,,,,,,,,,,,,,,
561896,8/27/12,Search - Paid,,,,,,,,,,,,,,,,,,,
1145322,8/23/12,,,,,,,,,,,,,,,,,,,,
279227,8/16/12,Comparison Shopping,,,,,,,,,,,,,,,,,,,
90197,8/16/12,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
1129025,8/12/12,,,,,,,,,,,,,,,,,,,,
527915,8/9/12,,Phone,,,,,,,,,,,,,,,,,,
984772,8/8/12,Search - Paid,,,,,,,,,,,,,,,,,,,
26602,8/1/12,Search - Organic,,,,,,,,,,,,,,,,,,,
253580,7/19/12,Search - Paid,,,,,,,,,,,,,,,,,,,
22133,7/19/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
76225,7/18/12,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
337610,7/11/12,,Desktop,,,,,,,,,,,,,,,,,,
387633,7/7/12,Search - Organic,,,,,,,,,,,,,,,,,,,
545479,7/5/12,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
114756,7/4/12,Search - Paid,,,,,,,,,,,,,,,,,,,
356304,7/2/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
102277,6/30/12,Other,,,,,,,,,,,,,,,,,,,
63273,6/30/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
27575,6/30/12,,,,,,,,,,,,,,,,,,,,
1140618,6/26/12,Comparison Shopping,,,,,,,,,,,,,,,,,,,
890582,6/26/12,Other,,,,,,,,,,,,,,,,,,,
197704,6/26/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
298453,6/22/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
363271,6/21/12,Social - Paid,Desktop,,,,,,,,,,,,,,,,,,
926975,6/19/12,Search - Paid,,,,,,,,,,,,,,,,,,,
12522,6/19/12,,Desktop,,,,,,,,,,,,,,,,,,
67497,6/18/12,Search - Paid,,,,,,,,,,,,,,,,,,,
490808,6/16/12,Search - Paid,,,,,,,,,,,,,,,,,,,
5952,6/8/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
203076,6/4/12,,Desktop,,,,,,,,,,,,,,,,,,
112874,5/30/12,Search - Organic,,,,,,,,,,,,,,,,,,,
3302,5/29/12,,Desktop,,,,,,,,,,,,,,,,,,
236367,5/27/12,Other,,,,,,,,,,,,,,,,,,,
137615,5/26/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
871555,5/25/12,Search - Paid,,,,,,,,,,,,,,,,,,,
974725,5/24/12,Search - Paid,,,,,,,,,,,,,,,,,,,
660422,5/19/12,,Phone,,,,,,,,,,,,,,,,,,
16729,5/19/12,Search - Paid,,,,,,,,,,,,,,,,,,,
365268,5/16/12,Search - Organic,,,,,,,,,,,,,,,,,,,
56002,5/13/12,Search - Paid,,,,,,,,,,,,,,,,,,,
168051,5/4/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
184846,5/2/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
708622,5/1/12,Comparison Shopping,,,,,,,,,,,,,,,,,,,
218489,5/1/12,,Desktop,,,,,,,,,,,,,,,,,,
350832,4/18/12,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
357318,4/16/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
607222,4/6/12,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
15006,3/31/12,,,,,,,,,,,,,,,,,,,,
1058111,3/28/12,Search - Paid,,,,,,,,,,,,,,,,,,,
27487,3/20/12,Search - Paid,,,,,,,,,,,,,,,,,,,
747216,3/19/12,,Desktop,,,,,,,,,,,,,,,,,,
329312,3/12/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
784733,3/6/12,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
150265,3/2/12,,Desktop,,,,,,,,,,,,,,,,,,
1034402,2/26/12,,,,,,,,,,,,,,,,,,,,
251834,2/22/12,Search - Organic,,,,,,,,,,,,,,,,,,,
1019656,2/19/12,,,,,,,,,,,,,,,,,,,,
45176,2/19/12,Search - Paid,,,,,,,,,,,,,,,,,,,
46017,2/10/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
312768,2/1/12,,Desktop,,,,,,,,,,,,,,,,,,
747216,1/31/12,,Desktop,,,,,,,,,,,,,,,,,,
134767,1/31/12,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
122130,1/27/12,Search - Paid,,,,,,,,,,,,,,,,,,,
191840,1/25/12,Search - Paid,,,,,,,,,,,,,,,,,,,
119240,1/16/12,Search - Paid,,,,,,,,,,,,,,,,,,,
62447,1/11/12,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
913409,1/5/12,,,,,,,,,,,,,,,,,,,,
1119585,12/28/11,Search - Paid,,,,,,,,,,,,,,,,,,,
453991,12/28/11,Search - Organic,,,,,,,,,,,,,,,,,,,
394789,12/25/11,,Desktop,,,,,,,,,,,,,,,,,,
1102789,12/24/11,Comparison Shopping,,,,,,,,,,,,,,,,,,,
962942,12/8/11,,,,,,,,,,,,,,,,,,,,
447557,12/8/11,Search - Organic,,,,,,,,,,,,,,,,,,,
378947,12/7/11,,,,,,,,,,,,,,,,,,,,
13747,12/7/11,Search - Paid,,,,,,,,,,,,,,,,,,,
24488,12/2/11,,,,,,,,,,,,,,,,,,,,
662277,11/30/11,,Phone,,,,,,,,,,,,,,,,,,
90380,11/26/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
101341,11/24/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
10342,11/22/11,Search - Paid,,,,,,,,,,,,,,,,,,,
397746,11/21/11,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
173445,11/20/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
123979,11/20/11,Search - Paid,,,,,,,,,,,,,,,,,,,
31342,11/18/11,,Desktop,,,,,,,,,,,,,,,,,,
806915,11/11/11,,Desktop,,,,,,,,,,,,,,,,,,
333284,11/9/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
192344,11/4/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
142488,10/31/11,Other,Desktop,,,,,,,,,,,,,,,,,,
792576,10/30/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
475351,10/30/11,,,,,,,,,,,,,,,,,,,,
226754,10/26/11,Search - Paid,,,,,,,,,,,,,,,,,,,
21986,10/23/11,,,,,,,,,,,,,,,,,,,,
179816,10/16/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
717420,10/15/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
603805,10/6/11,Comparison Shopping,Phone,,,,,,,,,,,,,,,,,,
798980,10/2/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
25884,9/28/11,,,,,,,,,,,,,,,,,,,,
988518,9/23/11,Search - Paid,,,,,,,,,,,,,,,,,,,
635559,9/17/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
491362,9/15/11,Search - Organic,,,,,,,,,,,,,,,,,,,
1047582,9/12/11,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
1147897,9/11/11,Search - Organic,,,,,,,,,,,,,,,,,,,
115316,9/7/11,Search - Paid,,,,,,,,,,,,,,,,,,,
138134,8/30/11,,Desktop,,,,,,,,,,,,,,,,,,
506901,8/29/11,Search - Paid,,,,,,,,,,,,,,,,,,,
239950,8/27/11,,,,,,,,,,,,,,,,,,,,
795655,8/11/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
436767,8/3/11,,,,,,,,,,,,,,,,,,,,
144428,7/31/11,,Desktop,,,,,,,,,,,,,,,,,,
635007,7/28/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
500214,7/25/11,Search - Paid,,,,,,,,,,,,,,,,,,,
657908,7/18/11,,Phone,,,,,,,,,,,,,,,,,,
365808,7/13/11,,,,,,,,,,,,,,,,,,,,
90873,7/5/11,,Phone,,,,,,,,,,,,,,,,,,
877054,7/3/11,Search - Organic,,,,,,,,,,,,,,,,,,,
116874,6/29/11,Search - Paid,,,,,,,,,,,,,,,,,,,
19409,6/29/11,,Desktop,,,,,,,,,,,,,,,,,,
91178,6/25/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
519662,6/15/11,,,,,,,,,,,,,,,,,,,,
1048523,6/14/11,Display - Acquisition,,,,,,,,,,,,,,,,,,,
835821,6/12/11,,,,,,,,,,,,,,,,,,,,
726536,6/12/11,,Desktop,,,,,,,,,,,,,,,,,,
29005,6/9/11,,Desktop,,,,,,,,,,,,,,,,,,
287013,6/7/11,Display - Acquisition,Tablet,,,,,,,,,,,,,,,,,,
1196726,6/5/11,Display - Acquisition,,,,,,,,,,,,,,,,,,,
93041,6/1/11,Other,,,,,,,,,,,,,,,,,,,
71922,5/28/11,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
46469,5/28/11,,,,,,,,,,,,,,,,,,,,
719710,5/25/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
2155,5/25/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
418714,5/14/11,Search - Organic,,,,,,,,,,,,,,,,,,,
669993,5/6/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
939369,5/5/11,Search - Paid,,,,,,,,,,,,,,,,,,,
600939,5/2/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
496584,5/1/11,Search - Paid,,,,,,,,,,,,,,,,,,,
312218,5/1/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
395610,4/24/11,,Desktop,,,,,,,,,,,,,,,,,,
260317,4/21/11,,,,,,,,,,,,,,,,,,,,
363820,4/20/11,,Phone,,,,,,,,,,,,,,,,,,
398589,4/17/11,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
167019,4/10/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
901315,4/8/11,,,,,,,,,,,,,,,,,,,,
237660,4/1/11,,,,,,,,,,,,,,,,,,,,
67151,3/31/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1137673,3/26/11,,,,,,,,,,,,,,,,,,,,
565903,3/19/11,Search - Paid,,,,,,,,,,,,,,,,,,,
704634,3/16/11,Search - Paid,,,,,,,,,,,,,,,,,,,
194997,3/14/11,,Desktop,,,,,,,,,,,,,,,,,,
1061115,3/10/11,Search - Organic,,,,,,,,,,,,,,,,,,,
266868,3/2/11,,Desktop,,,,,,,,,,,,,,,,,,
660252,2/27/11,,Phone,,,,,,,,,,,,,,,,,,
535417,2/27/11,Comparison Shopping,Phone,,,,,,,,,,,,,,,,,,
240450,2/26/11,Search - Organic,Tablet,,,,,,,,,,,,,,,,,,
96924,2/21/11,,Desktop,,,,,,,,,,,,,,,,,,
1153,2/15/11,,Desktop,,,,,,,,,,,,,,,,,,
143489,2/7/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
69342,2/7/11,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
459202,2/3/11,Search - Organic,,,,,,,,,,,,,,,,,,,
406609,1/29/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
429759,1/28/11,Comparison Shopping,,,,,,,,,,,,,,,,,,,
692730,1/25/11,Search - Paid,,,,,,,,,,,,,,,,,,,
1008902,1/15/11,,,,,,,,,,,,,,,,,,,,
822291,1/10/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
673855,1/6/11,Other,Phone,,,,,,,,,,,,,,,,,,
140639,1/5/11,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
125310,12/31/10,Search - Paid,,,,,,,,,,,,,,,,,,,
30281,12/8/10,Other,Desktop,,,,,,,,,,,,,,,,,,
536633,12/7/10,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
938499,12/6/10,Search - Paid,,,,,,,,,,,,,,,,,,,
86043,11/28/10,Display - Acquisition,Phone,,,,,,,,,,,,,,,,,,
522408,11/26/10,Search - Organic,,,,,,,,,,,,,,,,,,,
43762,11/22/10,,,,,,,,,,,,,,,,,,,,
542292,11/19/10,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
832837,11/16/10,Search - Paid,,,,,,,,,,,,,,,,,,,
8352,11/15/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
50850,11/14/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
6092,11/3/10,,Desktop,,,,,,,,,,,,,,,,,,
38481,10/30/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
54720,10/28/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
323284,10/27/10,,Desktop,,,,,,,,,,,,,,,,,,
1030499,10/24/10,Search - Paid,,,,,,,,,,,,,,,,,,,
281819,10/21/10,,Desktop,,,,,,,,,,,,,,,,,,
92807,10/18/10,Search - Paid,,,,,,,,,,,,,,,,,,,
707069,10/12/10,,,,,,,,,,,,,,,,,,,,
10854,10/9/10,,,,,,,,,,,,,,,,,,,,
553480,10/3/10,,,,,,,,,,,,,,,,,,,,
473473,9/27/10,,,,,,,,,,,,,,,,,,,,
346916,9/27/10,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
8471,9/24/10,,Desktop,,,,,,,,,,,,,,,,,,
421086,9/23/10,Search - Organic,,,,,,,,,,,,,,,,,,,
114473,9/18/10,Search - Organic,,,,,,,,,,,,,,,,,,,
188009,9/15/10,,Desktop,,,,,,,,,,,,,,,,,,
955721,9/9/10,Display - Acquisition,,,,,,,,,,,,,,,,,,,
133193,9/9/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1164424,8/29/10,Search - Organic,,,,,,,,,,,,,,,,,,,
65547,8/27/10,Search - Paid,,,,,,,,,,,,,,,,,,,
532079,8/24/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
147047,8/19/10,,Desktop,,,,,,,,,,,,,,,,,,
128554,8/18/10,Search - Paid,,,,,,,,,,,,,,,,,,,
983108,8/17/10,Search - Paid,,,,,,,,,,,,,,,,,,,
786157,8/4/10,,Desktop,,,,,,,,,,,,,,,,,,
595567,8/3/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
703897,7/31/10,Search - Paid,,,,,,,,,,,,,,,,,,,
785492,7/27/10,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
551822,7/27/10,,,,,,,,,,,,,,,,,,,,
168266,7/27/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1051992,7/23/10,Search - Paid,,,,,,,,,,,,,,,,,,,
70501,7/23/10,Social - Paid,Phone,,,,,,,,,,,,,,,,,,
963038,7/13/10,Search - Organic,,,,,,,,,,,,,,,,,,,
1033144,7/12/10,,,,,,,,,,,,,,,,,,,,
18254,7/12/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
259631,7/10/10,,,,,,,,,,,,,,,,,,,,
3146,7/1/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
57223,6/17/10,Other,Desktop,,,,,,,,,,,,,,,,,,
1150936,6/5/10,,,,,,,,,,,,,,,,,,,,
152302,6/4/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
324713,5/31/10,,,,,,,,,,,,,,,,,,,,
227490,5/31/10,,,,,,,,,,,,,,,,,,,,
122213,5/29/10,Other,,,,,,,,,,,,,,,,,,,
235535,5/27/10,Search - Organic,,,,,,,,,,,,,,,,,,,
834193,5/23/10,Search - Paid,,,,,,,,,,,,,,,,,,,
910883,5/22/10,Display - Acquisition,,,,,,,,,,,,,,,,,,,
263027,5/21/10,Search - Paid,,,,,,,,,,,,,,,,,,,
130642,5/13/10,Search - Organic,Tablet,,,,,,,,,,,,,,,,,,
736326,5/5/10,Display - Acquisition,Desktop,,,,,,,,,,,,,,,,,,
41627,4/24/10,,,,,,,,,,,,,,,,,,,,
1177980,4/18/10,Search - Paid,,,,,,,,,,,,,,,,,,,
189767,4/3/10,,Desktop,,,,,,,,,,,,,,,,,,
973812,4/2/10,Comparison Shopping,,,,,,,,,,,,,,,,,,,
954823,3/21/10,Comparison Shopping,,,,,,,,,,,,,,,,,,,
659886,3/21/10,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
236052,3/18/10,,,,,,,,,,,,,,,,,,,,
1128979,3/7/10,Comparison Shopping,,,,,,,,,,,,,,,,,,,
130047,3/6/10,Search - Paid,,,,,,,,,,,,,,,,,,,
36275,3/6/10,,,,,,,,,,,,,,,,,,,,
850933,3/5/10,Social - Paid,Tablet,,,,,,,,,,,,,,,,,,
21067,3/3/10,,,,,,,,,,,,,,,,,,,,
392155,3/2/10,Search - Paid,,,,,,,,,,,,,,,,,,,
342613,3/2/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
46373,3/2/10,Search - Paid,,,,,,,,,,,,,,,,,,,
96684,2/28/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
314953,2/26/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1001448,2/25/10,Search - Paid,,,,,,,,,,,,,,,,,,,
31200,2/24/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
6602,2/24/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
393723,2/20/10,,Desktop,,,,,,,,,,,,,,,,,,
856697,2/19/10,Search - Paid,,,,,,,,,,,,,,,,,,,
30129,2/19/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
846934,2/14/10,,,,,,,,,,,,,,,,,,,,
95993,2/12/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
937762,2/11/10,Search - Paid,,,,,,,,,,,,,,,,,,,
924115,2/5/10,Search - Paid,,,,,,,,,,,,,,,,,,,
953090,2/4/10,Search - Paid,,,,,,,,,,,,,,,,,,,
1067500,1/29/10,Search - Paid,,,,,,,,,,,,,,,,,,,
1034502,1/26/10,Search - Organic,,,,,,,,,,,,,,,,,,,
23905,1/25/10,,,,,,,,,,,,,,,,,,,,
368383,1/24/10,,,,,,,,,,,,,,,,,,,,
600320,1/20/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
353776,1/19/10,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
641138,1/18/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
86713,1/18/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
33827,1/18/10,Other,Desktop,,,,,,,,,,,,,,,,,,
585549,1/14/10,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
499311,1/11/10,Display - Acquisition,,,,,,,,,,,,,,,,,,,
1002912,1/10/10,Search - Paid,,,,,,,,,,,,,,,,,,,
814526,1/4/10,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1065217,1/3/10,,,,,,,,,,,,,,,,,,,,
127238,12/31/09,,,,,,,,,,,,,,,,,,,,
855464,12/27/09,Search - Organic,,,,,,,,,,,,,,,,,,,
809393,12/26/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
301273,12/24/09,,Desktop,,,,,,,,,,,,,,,,,,
964761,12/13/09,,,,,,,,,,,,,,,,,,,,
373841,12/8/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
357113,12/2/09,,Desktop,,,,,,,,,,,,,,,,,,
182993,11/30/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
660273,11/25/09,Social - Paid,Phone,,,,,,,,,,,,,,,,,,
78887,11/25/09,Other,,,,,,,,,,,,,,,,,,,
450353,11/24/09,Search - Paid,,,,,,,,,,,,,,,,,,,
159853,11/22/09,,Desktop,,,,,,,,,,,,,,,,,,
564956,11/18/09,,,,,,,,,,,,,,,,,,,,
1015192,11/12/09,Search - Paid,,,,,,,,,,,,,,,,,,,
244751,11/1/09,,,,,,,,,,,,,,,,,,,,
14024,10/28/09,Search - Organic,Tablet,,,,,,,,,,,,,,,,,,
194515,10/27/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
102776,10/18/09,Search - Paid,,,,,,,,,,,,,,,,,,,
1039978,10/17/09,Search - Paid,,,,,,,,,,,,,,,,,,,
758985,9/29/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
31362,9/26/09,Search - Paid,,,,,,,,,,,,,,,,,,,
567323,9/21/09,Search - Organic,,,,,,,,,,,,,,,,,,,
583416,9/12/09,,,,,,,,,,,,,,,,,,,,
1206467,9/11/09,Search - Paid,,,,,,,,,,,,,,,,,,,
682632,9/8/09,,,,,,,,,,,,,,,,,,,,
494333,9/5/09,,,,,,,,,,,,,,,,,,,,
410839,8/29/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
884708,8/27/09,Search - Paid,,,,,,,,,,,,,,,,,,,
801914,8/24/09,Social - Paid,Desktop,,,,,,,,,,,,,,,,,,
583007,8/21/09,,,,,,,,,,,,,,,,,,,,
924915,8/20/09,,,,,,,,,,,,,,,,,,,,
75846,8/16/09,,Phone,,,,,,,,,,,,,,,,,,
1050865,8/10/09,Search - Paid,,,,,,,,,,,,,,,,,,,
199811,8/10/09,Search - Paid,Tablet,,,,,,,,,,,,,,,,,,
402165,8/8/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
300924,8/1/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
227667,7/21/09,Search - Organic,,,,,,,,,,,,,,,,,,,
106422,7/21/09,Search - Paid,,,,,,,,,,,,,,,,,,,
456355,7/17/09,Search - Organic,,,,,,,,,,,,,,,,,,,
1192145,7/13/09,Search - Paid,,,,,,,,,,,,,,,,,,,
234239,7/7/09,Search - Organic,,,,,,,,,,,,,,,,,,,
1128069,6/26/09,,,,,,,,,,,,,,,,,,,,
265604,6/25/09,Comparison Shopping,Desktop,,,,,,,,,,,,,,,,,,
460038,6/22/09,,,,,,,,,,,,,,,,,,,,
86288,6/21/09,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
405796,6/13/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
1143660,6/6/09,Comparison Shopping,,,,,,,,,,,,,,,,,,,
58404,6/2/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
594558,6/1/09,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
596195,5/31/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
394582,5/31/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
128787,5/27/09,Search - Paid,,,,,,,,,,,,,,,,,,,
994777,5/24/09,,,,,,,,,,,,,,,,,,,,
210038,5/12/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
527077,5/10/09,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
1067197,5/8/09,,,,,,,,,,,,,,,,,,,,
573977,5/7/09,Comparison Shopping,,,,,,,,,,,,,,,,,,,
428060,5/6/09,,,,,,,,,,,,,,,,,,,,
37355,5/2/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
382633,4/29/09,,,,,,,,,,,,,,,,,,,,
30692,4/29/09,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
929251,4/18/09,,,,,,,,,,,,,,,,,,,,
569119,4/10/09,Search - Organic,,,,,,,,,,,,,,,,,,,
211034,4/7/09,,Desktop,,,,,,,,,,,,,,,,,,
406022,3/27/09,Search - Paid,,,,,,,,,,,,,,,,,,,
842344,3/20/09,,,,,,,,,,,,,,,,,,,,
439043,3/18/09,,,,,,,,,,,,,,,,,,,,
378952,3/8/09,,,,,,,,,,,,,,,,,,,,
935008,3/4/09,Search - Paid,,,,,,,,,,,,,,,,,,,
479547,3/2/09,Search - Organic,,,,,,,,,,,,,,,,,,,
411509,3/2/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
25773,3/1/09,Search - Paid,,,,,,,,,,,,,,,,,,,
618789,2/19/09,Search - Organic,Phone,,,,,,,,,,,,,,,,,,
139146,2/18/09,Other,Desktop,,,,,,,,,,,,,,,,,,
40087,2/15/09,,Desktop,,,,,,,,,,,,,,,,,,
308133,2/6/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
263513,2/5/09,Other,,,,,,,,,,,,,,,,,,,
62014,2/4/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
29892,2/4/09,,Desktop,,,,,,,,,,,,,,,,,,
1002587,2/1/09,,,,,,,,,,,,,,,,,,,,
1066102,1/27/09,Search - Paid,,,,,,,,,,,,,,,,,,,
1181073,1/23/09,,,,,,,,,,,,,,,,,,,,
388530,1/23/09,Search - Organic,,,,,,,,,,,,,,,,,,,
277520,1/19/09,Search - Organic,Desktop,,,,,,,,,,,,,,,,,,
1055339,1/18/09,Search - Paid,,,,,,,,,,,,,,,,,,,
103542,1/18/09,Search - Organic,,,,,,,,,,,,,,,,,,,
378360,1/15/09,Search - Paid,,,,,,,,,,,,,,,,,,,
612342,1/2/09,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
30835,12/25/08,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
39610,12/23/08,,Desktop,,,,,,,,,,,,,,,,,,
925266,12/18/08,Search - Paid,,,,,,,,,,,,,,,,,,,
494653,12/18/08,Search - Paid,,,,,,,,,,,,,,,,,,,
496776,12/11/08,Display - Acquisition,,,,,,,,,,,,,,,,,,,
678365,12/3/08,,,,,,,,,,,,,,,,,,,,
651440,12/2/08,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
418741,11/27/08,Search - Paid,,,,,,,,,,,,,,,,,,,
399375,11/25/08,Social - Paid,Desktop,,,,,,,,,,,,,,,,,,
40935,11/24/08,Other,,,,,,,,,,,,,,,,,,,
383858,11/22/08,Search - Paid,,,,,,,,,,,,,,,,,,,
71836,11/18/08,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
87196,11/10/08,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
47019,11/9/08,Search - Paid,,,,,,,,,,,,,,,,,,,
18756,11/9/08,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
75236,11/8/08,Search - Paid,Phone,,,,,,,,,,,,,,,,,,
260317,10/27/08,Search - Paid,,,,,,,,,,,,,,,,,,,
624082,10/24/08,,Phone,,,,,,,,,,,,,,,,,,
603772,10/24/08,,Phone,,,,,,,,,,,,,,,,,,
985863,10/21/08,,,,,,,,,,,,,,,,,,,,
21362,10/21/08,Search - Paid,,,,,,,,,,,,,,,,,,,
524492,10/17/08,,,,,,,,,,,,,,,,,,,,
679365,10/14/08,Search - Paid,,,,,,,,,,,,,,,,,,,
79996,10/5/08,,,,,,,,,,,,,,,,,,,,
494616,10/3/08,Search - Paid,,,,,,,,,,,,,,,,,,,
106625,9/29/08,Search - Paid,,,,,,,,,,,,,,,,,,,
465701,9/25/08,Search - Paid,,,,,,,,,,,,,,,,,,,
251057,9/22/08,Other,,,,,,,,,,,,,,,,,,,
890342,9/18/08,Search - Paid,,,,,,,,,,,,,,,,,,,
1178930,9/12/08,Search - Paid,,,,,,,,,,,,,,,,,,,
1033965,9/7/08,,,,,,,,,,,,,,,,,,,,
119997,8/31/08,Social - Paid,,,,,,,,,,,,,,,,,,,
378025,8/27/08,,,,,,,,,,,,,,,,,,,,
476233,8/24/08,,,,,,,,,,,,,,,,,,,,
813934,8/18/08,Social - Paid,Tablet,,,,,,,,,,,,,,,,,,
385493,8/18/08,Search - Organic,,,,,,,,,,,,,,,,,,,
19159,8/13/08,Search - Paid,Desktop,,,,,,,,,,,,,,,,,,
